Year,Country_Code,Country_Name,Sex,Value,Permit_Type,Dataset_Code,Dataset
2023,RUS,Russia,Female,35189,Total,D5,Type of residence permit and citizenship
2023,RUS,Russia,Total,30330,Long-term,D5,Type of residence permit and citizenship
2023,RUS,Russia,Total,13240,Short-term,D5,Type of residence permit and citizenship
2023,RUS,Russia,Total,43570,Total,D5,Type of residence permit and citizenship
2024,RUS,Russia,Male,4608,Long-term,D5,Type of residence permit and citizenship
2024,RUS,Russia,Male,4661,Short-term,D5,Type of residence permit and citizenship
2024,RUS,Russia,Male,9269,Total,D5,Type of residence permit and citizenship
2024,RUS,Russia,Female,25378,Long-term,D5,Type of residence permit and citizenship
2024,RUS,Russia,Female,10275,Short-term,D5,Type of residence permit and citizenship
2024,RUS,Russia,Female,35653,Total,D5,Type of residence permit and citizenship
2024,RUS,Russia,Total,29986,Long-term,D5,Type of residence permit and citizenship
2024,RUS,Russia,Total,14936,Short-term,D5,Type of residence permit and citizenship
2024,RUS,Russia,Total,44922,Total,D5,Type of residence permit and citizenship
2019,RWA,Rwanda,Male,25,,D4,Immigrants - citizenship
2019,RWA,Rwanda,Female,33,,D4,Immigrants - citizenship
2019,RWA,Rwanda,Total,58,,D4,Immigrants - citizenship
2020,RWA,Rwanda,Male,17,,D4,Immigrants - citizenship
2020,RWA,Rwanda,Female,24,,D4,Immigrants - citizenship
2020,RWA,Rwanda,Total,41,,D4,Immigrants - citizenship
2021,RWA,Rwanda,Male,27,,D4,Immigrants - citizenship
2021,RWA,Rwanda,Female,42,,D4,Immigrants - citizenship
2021,RWA,Rwanda,Total,69,,D4,Immigrants - citizenship
2022,RWA,Rwanda,Male,23,,D4,Immigrants - citizenship
2022,RWA,Rwanda,Female,36,,D4,Immigrants - citizenship
2022,RWA,Rwanda,Total,59,,D4,Immigrants - citizenship
2023,RWA,Rwanda,Male,38,,D4,Immigrants - citizenship
2023,RWA,Rwanda,Female,60,,D4,Immigrants - citizenship
2023,RWA,Rwanda,Total,98,,D4,Immigrants - citizenship
2021,KNA,Saint Kitts and Nevis,Male,1,,D4,Immigrants - citizenship
2021,KNA,Saint Kitts and Nevis,Total,1,,D4,Immigrants - citizenship
2022,KNA,Saint Kitts and Nevis,Male,1,,D4,Immigrants - citizenship
2022,KNA,Saint Kitts and Nevis,Female,3,,D4,Immigrants - citizenship
2022,KNA,Saint Kitts and Nevis,Total,4,,D4,Immigrants - citizenship
2023,KNA,Saint Kitts and Nevis,Male,4,,D4,Immigrants - citizenship
2023,KNA,Saint Kitts and Nevis,Total,4,,D4,Immigrants - citizenship
2019,LCA,Saint Lucia,Female,2,,D4,Immigrants - citizenship
2019,LCA,Saint Lucia,Total,2,,D4,Immigrants - citizenship
2022,LCA,Saint Lucia,Female,3,,D4,Immigrants - citizenship
2022,LCA,Saint Lucia,Total,3,,D4,Immigrants - citizenship
2023,LCA,Saint Lucia,Female,2,,D4,Immigrants - citizenship
2023,LCA,Saint Lucia,Total,2,,D4,Immigrants - citizenship
2019,VCT,Saint Vincent and the Grenadines,Female,3,,D4,Immigrants - citizenship
2019,VCT,Saint Vincent and the Grenadines,Total,3,,D4,Immigrants - citizenship
2019,WSM,Samoa,Male,1,,D4,Immigrants - citizenship
2019,WSM,Samoa,Female,1,,D4,Immigrants - citizenship
2019,WSM,Samoa,Total,2,,D4,Immigrants - citizenship
2020,WSM,Samoa,Male,4,,D4,Immigrants - citizenship
2020,WSM,Samoa,Total,4,,D4,Immigrants - citizenship
2021,WSM,Samoa,Male,1,,D4,Immigrants - citizenship
2021,WSM,Samoa,Total,1,,D4,Immigrants - citizenship
2022,WSM,Samoa,Female,1,,D4,Immigrants - citizenship
2022,WSM,Samoa,Total,1,,D4,Immigrants - citizenship
2023,WSM,Samoa,Male,4,,D4,Immigrants - citizenship
2023,WSM,Samoa,Female,2,,D4,Immigrants - citizenship
2023,WSM,Samoa,Total,6,,D4,Immigrants - citizenship
2019,SMR,San Marino,Male,18,,D4,Immigrants - citizenship
2019,SMR,San Marino,Female,23,,D4,Immigrants - citizenship
2019,SMR,San Marino,Total,41,,D4,Immigrants - citizenship
2020,SMR,San Marino,Male,13,,D4,Immigrants - citizenship
2020,SMR,San Marino,Female,17,,D4,Immigrants - citizenship
2020,SMR,San Marino,Total,30,,D4,Immigrants - citizenship
2021,SMR,San Marino,Male,11,,D4,Immigrants - citizenship
2021,SMR,San Marino,Female,15,,D4,Immigrants - citizenship
2021,SMR,San Marino,Total,26,,D4,Immigrants - citizenship
2022,SMR,San Marino,Male,20,,D4,Immigrants - citizenship
2022,SMR,San Marino,Female,8,,D4,Immigrants - citizenship
2022,SMR,San Marino,Total,28,,D4,Immigrants - citizenship
2023,SMR,San Marino,Male,16,,D4,Immigrants - citizenship
2023,SMR,San Marino,Female,17,,D4,Immigrants - citizenship
2023,SMR,San Marino,Total,33,,D4,Immigrants - citizenship
2020,STP,Sao Tome and Principe,Male,1,,D4,Immigrants - citizenship
2020,STP,Sao Tome and Principe,Female,3,,D4,Immigrants - citizenship
2020,STP,Sao Tome and Principe,Total,4,,D4,Immigrants - citizenship
2023,STP,Sao Tome and Principe,Female,1,,D4,Immigrants - citizenship
2023,STP,Sao Tome and Principe,Total,1,,D4,Immigrants - citizenship
2019,SAU,Saudi Arabia,Male,12,,D4,Immigrants - citizenship
2019,SAU,Saudi Arabia,Female,9,,D4,Immigrants - citizenship
2019,SAU,Saudi Arabia,Total,21,,D4,Immigrants - citizenship
2020,SAU,Saudi Arabia,Male,1,,D4,Immigrants - citizenship
2020,SAU,Saudi Arabia,Female,3,,D4,Immigrants - citizenship
2020,SAU,Saudi Arabia,Total,4,,D4,Immigrants - citizenship
2021,SAU,Saudi Arabia,Male,11,,D4,Immigrants - citizenship
2021,SAU,Saudi Arabia,Female,3,,D4,Immigrants - citizenship
2021,SAU,Saudi Arabia,Total,14,,D4,Immigrants - citizenship
2022,SAU,Saudi Arabia,Male,19,,D4,Immigrants - citizenship
2022,SAU,Saudi Arabia,Female,6,,D4,Immigrants - citizenship
2022,SAU,Saudi Arabia,Total,25,,D4,Immigrants - citizenship
2023,SAU,Saudi Arabia,Male,17,,D4,Immigrants - citizenship
2023,SAU,Saudi Arabia,Female,15,,D4,Immigrants - citizenship
2023,SAU,Saudi Arabia,Total,32,,D4,Immigrants - citizenship
2019,SEN,Senegal,Male,3864,,D4,Immigrants - citizenship
2019,SEN,Senegal,Female,1917,,D4,Immigrants - citizenship
2019,SEN,Senegal,Total,5781,,D4,Immigrants - citizenship
2020,SEN,Senegal,Male,3319,,D4,Immigrants - citizenship
2020,SEN,Senegal,Female,1232,,D4,Immigrants - citizenship
2020,SEN,Senegal,Total,4551,,D4,Immigrants - citizenship
2021,SEN,Senegal,Male,4239,,D4,Immigrants - citizenship
2021,SEN,Senegal,Female,1527,,D4,Immigrants - citizenship
2021,SEN,Senegal,Total,5766,,D4,Immigrants - citizenship
2022,SEN,Senegal,Male,5035,,D4,Immigrants - citizenship
2022,SEN,Senegal,Female,1768,,D4,Immigrants - citizenship
2022,SEN,Senegal,Total,6803,,D4,Immigrants - citizenship
2023,SEN,Senegal,Male,4353,,D4,Immigrants - citizenship
2023,SEN,Senegal,Female,1832,,D4,Immigrants - citizenship
2023,SEN,Senegal,Total,6185,,D4,Immigrants - citizenship
2019,SEN,Senegal,Male,46000,Long-term,D5,Type of residence permit and citizenship
2019,SEN,Senegal,Male,32239,Short-term,D5,Type of residence permit and citizenship
2019,SEN,Senegal,Male,78239,Total,D5,Type of residence permit and citizenship
2019,SEN,Senegal,Female,17799,Long-term,D5,Type of residence permit and citizenship
2019,SEN,Senegal,Female,10218,Short-term,D5,Type of residence permit and citizenship
2019,SEN,Senegal,Female,28017,Total,D5,Type of residence permit and citizenship
2019,SEN,Senegal,Total,63799,Long-term,D5,Type of residence permit and citizenship
2019,SEN,Senegal,Total,42457,Short-term,D5,Type of residence permit and citizenship
2019,SEN,Senegal,Total,106256,Total,D5,Type of residence permit and citizenship
2020,SEN,Senegal,Male,44729,Long-term,D5,Type of residence permit and citizenship
2020,SEN,Senegal,Male,29192,Short-term,D5,Type of residence permit and citizenship
2020,SEN,Senegal,Male,73921,Total,D5,Type of residence permit and citizenship
2020,SEN,Senegal,Female,17623,Long-term,D5,Type of residence permit and citizenship
2020,SEN,Senegal,Female,10568,Short-term,D5,Type of residence permit and citizenship
2020,SEN,Senegal,Female,28191,Total,D5,Type of residence permit and citizenship
2020,SEN,Senegal,Total,62352,Long-term,D5,Type of residence permit and citizenship
2020,SEN,Senegal,Total,39760,Short-term,D5,Type of residence permit and citizenship
2020,SEN,Senegal,Total,102112,Total,D5,Type of residence permit and citizenship
2021,SEN,Senegal,Male,42260,Long-term,D5,Type of residence permit and citizenship
2021,SEN,Senegal,Male,24824,Short-term,D5,Type of residence permit and citizenship
2021,SEN,Senegal,Male,67084,Total,D5,Type of residence permit and citizenship
2021,SEN,Senegal,Female,15955,Long-term,D5,Type of residence permit and citizenship
2021,SEN,Senegal,Female,10315,Short-term,D5,Type of residence permit and citizenship
2021,SEN,Senegal,Female,26270,Total,D5,Type of residence permit and citizenship
2021,SEN,Senegal,Total,58215,Long-term,D5,Type of residence permit and citizenship
2021,SEN,Senegal,Total,35139,Short-term,D5,Type of residence permit and citizenship
2021,SEN,Senegal,Total,93354,Total,D5,Type of residence permit and citizenship
2022,SEN,Senegal,Male,46553,Long-term,D5,Type of residence permit and citizenship
2022,SEN,Senegal,Male,26115,Short-term,D5,Type of residence permit and citizenship
2022,SEN,Senegal,Male,72668,Total,D5,Type of residence permit and citizenship
2022,SEN,Senegal,Female,18615,Long-term,D5,Type of residence permit and citizenship
2022,SEN,Senegal,Female,8967,Short-term,D5,Type of residence permit and citizenship
2022,SEN,Senegal,Female,27582,Total,D5,Type of residence permit and citizenship
2022,SEN,Senegal,Total,65168,Long-term,D5,Type of residence permit and citizenship
2022,SEN,Senegal,Total,35082,Short-term,D5,Type of residence permit and citizenship
2022,SEN,Senegal,Total,100250,Total,D5,Type of residence permit and citizenship
2023,SEN,Senegal,Male,46218,Long-term,D5,Type of residence permit and citizenship
2023,SEN,Senegal,Male,27460,Short-term,D5,Type of residence permit and citizenship
2023,SEN,Senegal,Male,73678,Total,D5,Type of residence permit and citizenship
2023,SEN,Senegal,Female,18058,Long-term,D5,Type of residence permit and citizenship
2023,SEN,Senegal,Female,9880,Short-term,D5,Type of residence permit and citizenship
2023,SEN,Senegal,Female,27938,Total,D5,Type of residence permit and citizenship
2023,SEN,Senegal,Total,64276,Long-term,D5,Type of residence permit and citizenship
2023,SEN,Senegal,Total,37340,Short-term,D5,Type of residence permit and citizenship
2023,SEN,Senegal,Total,101616,Total,D5,Type of residence permit and citizenship
2024,SEN,Senegal,Male,45980,Long-term,D5,Type of residence permit and citizenship
2024,SEN,Senegal,Male,24524,Short-term,D5,Type of residence permit and citizenship
2024,SEN,Senegal,Male,70504,Total,D5,Type of residence permit and citizenship
2024,SEN,Senegal,Female,17283,Long-term,D5,Type of residence permit and citizenship
2024,SEN,Senegal,Female,9253,Short-term,D5,Type of residence permit and citizenship
2024,SEN,Senegal,Female,26536,Total,D5,Type of residence permit and citizenship
2024,SEN,Senegal,Total,63263,Long-term,D5,Type of residence permit and citizenship
2024,SEN,Senegal,Total,33777,Short-term,D5,Type of residence permit and citizenship
2024,SEN,Senegal,Total,97040,Total,D5,Type of residence permit and citizenship
2019,SRB,Serbia,Male,351,,D4,Immigrants - citizenship
2019,SRB,Serbia,Female,529,,D4,Immigrants - citizenship
2019,SRB,Serbia,Total,880,,D4,Immigrants - citizenship
2020,SRB,Serbia,Male,269,,D4,Immigrants - citizenship
2020,SRB,Serbia,Female,363,,D4,Immigrants - citizenship
2020,SRB,Serbia,Total,632,,D4,Immigrants - citizenship
2021,SRB,Serbia,Male,251,,D4,Immigrants - citizenship
2021,SRB,Serbia,Female,457,,D4,Immigrants - citizenship
2021,SRB,Serbia,Total,708,,D4,Immigrants - citizenship
2022,SRB,Serbia,Male,344,,D4,Immigrants - citizenship
2022,SRB,Serbia,Female,486,,D4,Immigrants - citizenship
2022,SRB,Serbia,Total,830,,D4,Immigrants - citizenship
2023,SRB,Serbia,Male,315,,D4,Immigrants - citizenship
2023,SRB,Serbia,Female,445,,D4,Immigrants - citizenship
2023,SRB,Serbia,Total,760,,D4,Immigrants - citizenship
2019,SRB,Serbia,Male,11946,Long-term,D5,Type of residence permit and citizenship
2019,SRB,Serbia,Male,3954,Short-term,D5,Type of residence permit and citizenship
2019,SRB,Serbia,Male,15900,Total,D5,Type of residence permit and citizenship
2019,SRB,Serbia,Female,11639,Long-term,D5,Type of residence permit and citizenship
2019,SRB,Serbia,Female,4783,Short-term,D5,Type of residence permit and citizenship
2019,SRB,Serbia,Female,16422,Total,D5,Type of residence permit and citizenship
2019,SRB,Serbia,Total,23585,Long-term,D5,Type of residence permit and citizenship
2019,SRB,Serbia,Total,8737,Short-term,D5,Type of residence permit and citizenship
2019,SRB,Serbia,Total,32322,Total,D5,Type of residence permit and citizenship
2020,SRB,Serbia,Male,11268,Long-term,D5,Type of residence permit and citizenship
2020,SRB,Serbia,Male,3530,Short-term,D5,Type of residence permit and citizenship
2020,SRB,Serbia,Male,14798,Total,D5,Type of residence permit and citizenship
2020,SRB,Serbia,Female,11186,Long-term,D5,Type of residence permit and citizenship
2020,SRB,Serbia,Female,4450,Short-term,D5,Type of residence permit and citizenship
2020,SRB,Serbia,Female,15636,Total,D5,Type of residence permit and citizenship
2020,SRB,Serbia,Total,22454,Long-term,D5,Type of residence permit and citizenship
2020,SRB,Serbia,Total,7980,Short-term,D5,Type of residence permit and citizenship
2020,SRB,Serbia,Total,30434,Total,D5,Type of residence permit and citizenship
2021,SRB,Serbia,Male,10500,Long-term,D5,Type of residence permit and citizenship
2021,SRB,Serbia,Male,3150,Short-term,D5,Type of residence permit and citizenship
2021,SRB,Serbia,Male,13650,Total,D5,Type of residence permit and citizenship
2021,SRB,Serbia,Female,10432,Long-term,D5,Type of residence permit and citizenship
2021,SRB,Serbia,Female,4084,Short-term,D5,Type of residence permit and citizenship
2021,SRB,Serbia,Female,14516,Total,D5,Type of residence permit and citizenship
2021,SRB,Serbia,Total,20932,Long-term,D5,Type of residence permit and citizenship
2021,SRB,Serbia,Total,7234,Short-term,D5,Type of residence permit and citizenship
2021,SRB,Serbia,Total,28166,Total,D5,Type of residence permit and citizenship
2022,SRB,Serbia,Male,11803,Long-term,D5,Type of residence permit and citizenship
2022,SRB,Serbia,Male,2828,Short-term,D5,Type of residence permit and citizenship
2022,SRB,Serbia,Male,14631,Total,D5,Type of residence permit and citizenship
2022,SRB,Serbia,Female,12254,Long-term,D5,Type of residence permit and citizenship
2022,SRB,Serbia,Female,3432,Short-term,D5,Type of residence permit and citizenship
2022,SRB,Serbia,Female,15686,Total,D5,Type of residence permit and citizenship
2022,SRB,Serbia,Total,24057,Long-term,D5,Type of residence permit and citizenship
2022,SRB,Serbia,Total,6260,Short-term,D5,Type of residence permit and citizenship
2022,SRB,Serbia,Total,30317,Total,D5,Type of residence permit and citizenship
2023,SRB,Serbia,Male,10224,Long-term,D5,Type of residence permit and citizenship
2023,SRB,Serbia,Male,2878,Short-term,D5,Type of residence permit and citizenship
2023,SRB,Serbia,Male,13102,Total,D5,Type of residence permit and citizenship
2023,SRB,Serbia,Female,10846,Long-term,D5,Type of residence permit and citizenship
2023,SRB,Serbia,Female,3526,Short-term,D5,Type of residence permit and citizenship
2023,SRB,Serbia,Female,14372,Total,D5,Type of residence permit and citizenship
2023,SRB,Serbia,Total,21070,Long-term,D5,Type of residence permit and citizenship
2023,SRB,Serbia,Total,6404,Short-term,D5,Type of residence permit and citizenship
2023,SRB,Serbia,Total,27474,Total,D5,Type of residence permit and citizenship
2024,SRB,Serbia,Male,9712,Long-term,D5,Type of residence permit and citizenship
2024,SRB,Serbia,Male,2477,Short-term,D5,Type of residence permit and citizenship
2024,SRB,Serbia,Male,12189,Total,D5,Type of residence permit and citizenship
2024,SRB,Serbia,Female,10343,Long-term,D5,Type of residence permit and citizenship
2024,SRB,Serbia,Female,3144,Short-term,D5,Type of residence permit and citizenship
2024,SRB,Serbia,Female,13487,Total,D5,Type of residence permit and citizenship
2024,SRB,Serbia,Total,20055,Long-term,D5,Type of residence permit and citizenship
2024,SRB,Serbia,Total,5621,Short-term,D5,Type of residence permit and citizenship
2024,SRB,Serbia,Total,25676,Total,D5,Type of residence permit and citizenship
2019,SYC,Seychelles,Male,5,,D4,Immigrants - citizenship
2019,SYC,Seychelles,Female,3,,D4,Immigrants - citizenship
2019,SYC,Seychelles,Total,8,,D4,Immigrants - citizenship
2020,SYC,Seychelles,Male,3,,D4,Immigrants - citizenship
2020,SYC,Seychelles,Female,4,,D4,Immigrants - citizenship
2020,SYC,Seychelles,Total,7,,D4,Immigrants - citizenship
2021,SYC,Seychelles,Male,2,,D4,Immigrants - citizenship
2021,SYC,Seychelles,Female,1,,D4,Immigrants - citizenship
2021,SYC,Seychelles,Total,3,,D4,Immigrants - citizenship
2022,SYC,Seychelles,Male,3,,D4,Immigrants - citizenship
2022,SYC,Seychelles,Female,10,,D4,Immigrants - citizenship
2022,SYC,Seychelles,Total,13,,D4,Immigrants - citizenship
2023,SYC,Seychelles,Male,3,,D4,Immigrants - citizenship
2023,SYC,Seychelles,Female,6,,D4,Immigrants - citizenship
2023,SYC,Seychelles,Total,9,,D4,Immigrants - citizenship
2019,SLE,Sierra Leone,Male,108,,D4,Immigrants - citizenship
2019,SLE,Sierra Leone,Female,19,,D4,Immigrants - citizenship
2019,SLE,Sierra Leone,Total,127,,D4,Immigrants - citizenship
2020,SLE,Sierra Leone,Male,105,,D4,Immigrants - citizenship
2020,SLE,Sierra Leone,Female,19,,D4,Immigrants - citizenship
2020,SLE,Sierra Leone,Total,124,,D4,Immigrants - citizenship
2021,SLE,Sierra Leone,Male,108,,D4,Immigrants - citizenship
2021,SLE,Sierra Leone,Female,35,,D4,Immigrants - citizenship
2021,SLE,Sierra Leone,Total,143,,D4,Immigrants - citizenship
2022,SLE,Sierra Leone,Male,122,,D4,Immigrants - citizenship
2022,SLE,Sierra Leone,Female,28,,D4,Immigrants - citizenship
2022,SLE,Sierra Leone,Total,150,,D4,Immigrants - citizenship
2023,SLE,Sierra Leone,Male,244,,D4,Immigrants - citizenship
2023,SLE,Sierra Leone,Female,83,,D4,Immigrants - citizenship
2023,SLE,Sierra Leone,Total,327,,D4,Immigrants - citizenship
2019,SGP,Singapore,Male,2,,D4,Immigrants - citizenship
2019,SGP,Singapore,Female,12,,D4,Immigrants - citizenship
2019,SGP,Singapore,Total,14,,D4,Immigrants - citizenship
2020,SGP,Singapore,Male,11,,D4,Immigrants - citizenship
2020,SGP,Singapore,Female,11,,D4,Immigrants - citizenship
2020,SGP,Singapore,Total,22,,D4,Immigrants - citizenship
2021,SGP,Singapore,Male,7,,D4,Immigrants - citizenship
2021,SGP,Singapore,Female,16,,D4,Immigrants - citizenship
2021,SGP,Singapore,Total,23,,D4,Immigrants - citizenship
2022,SGP,Singapore,Male,4,,D4,Immigrants - citizenship
2022,SGP,Singapore,Female,8,,D4,Immigrants - citizenship
2022,SGP,Singapore,Total,12,,D4,Immigrants - citizenship
2023,SGP,Singapore,Male,3,,D4,Immigrants - citizenship
2023,SGP,Singapore,Female,15,,D4,Immigrants - citizenship
2023,SGP,Singapore,Total,18,,D4,Immigrants - citizenship
2019,SVK,Slovak Republic,Male,87,,D4,Immigrants - citizenship
2019,SVK,Slovak Republic,Female,245,,D4,Immigrants - citizenship
2019,SVK,Slovak Republic,Total,332,,D4,Immigrants - citizenship
2020,SVK,Slovak Republic,Male,57,,D4,Immigrants - citizenship
2020,SVK,Slovak Republic,Female,182,,D4,Immigrants - citizenship
2020,SVK,Slovak Republic,Total,239,,D4,Immigrants - citizenship
2021,SVK,Slovak Republic,Male,83,,D4,Immigrants - citizenship
2021,SVK,Slovak Republic,Female,206,,D4,Immigrants - citizenship
2021,SVK,Slovak Republic,Total,289,,D4,Immigrants - citizenship
2022,SVK,Slovak Republic,Male,101,,D4,Immigrants - citizenship
2022,SVK,Slovak Republic,Female,261,,D4,Immigrants - citizenship
2022,SVK,Slovak Republic,Total,362,,D4,Immigrants - citizenship
2023,SVK,Slovak Republic,Male,117,,D4,Immigrants - citizenship
2023,SVK,Slovak Republic,Female,232,,D4,Immigrants - citizenship
2023,SVK,Slovak Republic,Total,349,,D4,Immigrants - citizenship
2019,SVN,Slovenia,Male,116,,D4,Immigrants - citizenship
2019,SVN,Slovenia,Female,101,,D4,Immigrants - citizenship
2019,SVN,Slovenia,Total,217,,D4,Immigrants - citizenship
2020,SVN,Slovenia,Male,106,,D4,Immigrants - citizenship
2020,SVN,Slovenia,Female,106,,D4,Immigrants - citizenship
2020,SVN,Slovenia,Total,212,,D4,Immigrants - citizenship
2021,SVN,Slovenia,Male,108,,D4,Immigrants - citizenship
2021,SVN,Slovenia,Female,82,,D4,Immigrants - citizenship
2021,SVN,Slovenia,Total,190,,D4,Immigrants - citizenship
2022,SVN,Slovenia,Male,131,,D4,Immigrants - citizenship
2022,SVN,Slovenia,Female,103,,D4,Immigrants - citizenship
2022,SVN,Slovenia,Total,234,,D4,Immigrants - citizenship
2023,SVN,Slovenia,Male,111,,D4,Immigrants - citizenship
2023,SVN,Slovenia,Female,128,,D4,Immigrants - citizenship
2023,SVN,Slovenia,Total,239,,D4,Immigrants - citizenship
2020,SLB,Solomon Islands,Female,2,,D4,Immigrants - citizenship
2020,SLB,Solomon Islands,Total,2,,D4,Immigrants - citizenship
2021,SLB,Solomon Islands,Female,1,,D4,Immigrants - citizenship
2021,SLB,Solomon Islands,Total,1,,D4,Immigrants - citizenship
2019,SOM,Somalia,Male,649,,D4,Immigrants - citizenship
2019,SOM,Somalia,Female,233,,D4,Immigrants - citizenship
2019,SOM,Somalia,Total,882,,D4,Immigrants - citizenship
2020,SOM,Somalia,Male,581,,D4,Immigrants - citizenship
2020,SOM,Somalia,Female,155,,D4,Immigrants - citizenship
2020,SOM,Somalia,Total,736,,D4,Immigrants - citizenship
2021,SOM,Somalia,Male,1195,,D4,Immigrants - citizenship
2021,SOM,Somalia,Female,236,,D4,Immigrants - citizenship
2021,SOM,Somalia,Total,1431,,D4,Immigrants - citizenship
2022,SOM,Somalia,Male,1091,,D4,Immigrants - citizenship
2022,SOM,Somalia,Female,271,,D4,Immigrants - citizenship
2022,SOM,Somalia,Total,1362,,D4,Immigrants - citizenship
2023,SOM,Somalia,Male,633,,D4,Immigrants - citizenship
2023,SOM,Somalia,Female,152,,D4,Immigrants - citizenship
2023,SOM,Somalia,Total,785,,D4,Immigrants - citizenship
2019,SOM,Somalia,Male,706,Long-term,D5,Type of residence permit and citizenship
2019,SOM,Somalia,Male,7784,Short-term,D5,Type of residence permit and citizenship
2019,SOM,Somalia,Male,8490,Total,D5,Type of residence permit and citizenship
2019,SOM,Somalia,Female,881,Long-term,D5,Type of residence permit and citizenship
2019,SOM,Somalia,Female,2409,Short-term,D5,Type of residence permit and citizenship
2019,SOM,Somalia,Female,3290,Total,D5,Type of residence permit and citizenship
2019,SOM,Somalia,Total,1587,Long-term,D5,Type of residence permit and citizenship
2019,SOM,Somalia,Total,10193,Short-term,D5,Type of residence permit and citizenship
2019,SOM,Somalia,Total,11780,Total,D5,Type of residence permit and citizenship
2020,SOM,Somalia,Male,645,Long-term,D5,Type of residence permit and citizenship
2020,SOM,Somalia,Male,5972,Short-term,D5,Type of residence permit and citizenship
2020,SOM,Somalia,Male,6617,Total,D5,Type of residence permit and citizenship
2020,SOM,Somalia,Female,757,Long-term,D5,Type of residence permit and citizenship
2020,SOM,Somalia,Female,2018,Short-term,D5,Type of residence permit and citizenship
2020,SOM,Somalia,Female,2775,Total,D5,Type of residence permit and citizenship
2020,SOM,Somalia,Total,1402,Long-term,D5,Type of residence permit and citizenship
2020,SOM,Somalia,Total,7990,Short-term,D5,Type of residence permit and citizenship
2020,SOM,Somalia,Total,9392,Total,D5,Type of residence permit and citizenship
2021,SOM,Somalia,Male,634,Long-term,D5,Type of residence permit and citizenship
2021,SOM,Somalia,Male,5527,Short-term,D5,Type of residence permit and citizenship
2021,SOM,Somalia,Male,6161,Total,D5,Type of residence permit and citizenship
2021,SOM,Somalia,Female,688,Long-term,D5,Type of residence permit and citizenship
2021,SOM,Somalia,Female,1867,Short-term,D5,Type of residence permit and citizenship
2021,SOM,Somalia,Female,2555,Total,D5,Type of residence permit and citizenship
2021,SOM,Somalia,Total,1322,Long-term,D5,Type of residence permit and citizenship
2021,SOM,Somalia,Total,7394,Short-term,D5,Type of residence permit and citizenship
2021,SOM,Somalia,Total,8716,Total,D5,Type of residence permit and citizenship
2022,SOM,Somalia,Male,699,Long-term,D5,Type of residence permit and citizenship
2022,SOM,Somalia,Male,5838,Short-term,D5,Type of residence permit and citizenship
2022,SOM,Somalia,Male,6537,Total,D5,Type of residence permit and citizenship
2022,SOM,Somalia,Female,769,Long-term,D5,Type of residence permit and citizenship
2022,SOM,Somalia,Female,1764,Short-term,D5,Type of residence permit and citizenship
2022,SOM,Somalia,Female,2533,Total,D5,Type of residence permit and citizenship
2022,SOM,Somalia,Total,1468,Long-term,D5,Type of residence permit and citizenship
2022,SOM,Somalia,Total,7602,Short-term,D5,Type of residence permit and citizenship
2022,SOM,Somalia,Total,9070,Total,D5,Type of residence permit and citizenship
2023,SOM,Somalia,Male,612,Long-term,D5,Type of residence permit and citizenship
2023,SOM,Somalia,Male,5899,Short-term,D5,Type of residence permit and citizenship
2023,SOM,Somalia,Male,6511,Total,D5,Type of residence permit and citizenship
2023,SOM,Somalia,Female,509,Long-term,D5,Type of residence permit and citizenship
2023,SOM,Somalia,Female,1634,Short-term,D5,Type of residence permit and citizenship
2023,SOM,Somalia,Female,2143,Total,D5,Type of residence permit and citizenship
2023,SOM,Somalia,Total,1121,Long-term,D5,Type of residence permit and citizenship
2023,SOM,Somalia,Total,7533,Short-term,D5,Type of residence permit and citizenship
2023,SOM,Somalia,Total,8654,Total,D5,Type of residence permit and citizenship
2024,SOM,Somalia,Male,663,Long-term,D5,Type of residence permit and citizenship
2024,SOM,Somalia,Male,5450,Short-term,D5,Type of residence permit and citizenship
2024,SOM,Somalia,Male,6113,Total,D5,Type of residence permit and citizenship
2024,SOM,Somalia,Female,491,Long-term,D5,Type of residence permit and citizenship
2024,SOM,Somalia,Female,1399,Short-term,D5,Type of residence permit and citizenship
2024,SOM,Somalia,Female,1890,Total,D5,Type of residence permit and citizenship
2024,SOM,Somalia,Total,1154,Long-term,D5,Type of residence permit and citizenship
2024,SOM,Somalia,Total,6849,Short-term,D5,Type of residence permit and citizenship
2024,SOM,Somalia,Total,8003,Total,D5,Type of residence permit and citizenship
2019,ZAF,South Africa,Male,34,,D4,Immigrants - citizenship
2019,ZAF,South Africa,Female,48,,D4,Immigrants - citizenship
2019,ZAF,South Africa,Total,82,,D4,Immigrants - citizenship
2020,ZAF,South Africa,Male,33,,D4,Immigrants - citizenship
2020,ZAF,South Africa,Female,33,,D4,Immigrants - citizenship
2020,ZAF,South Africa,Total,66,,D4,Immigrants - citizenship
2021,ZAF,South Africa,Male,55,,D4,Immigrants - citizenship
2021,ZAF,South Africa,Female,63,,D4,Immigrants - citizenship
2021,ZAF,South Africa,Total,118,,D4,Immigrants - citizenship
2022,ZAF,South Africa,Male,41,,D4,Immigrants - citizenship
2022,ZAF,South Africa,Female,61,,D4,Immigrants - citizenship
2022,ZAF,South Africa,Total,102,,D4,Immigrants - citizenship
2023,ZAF,South Africa,Male,58,,D4,Immigrants - citizenship
2023,ZAF,South Africa,Female,74,,D4,Immigrants - citizenship
2023,ZAF,South Africa,Total,132,,D4,Immigrants - citizenship
